Region,5927.0884,-27.933308,-48.931004,0,0,2000
Region,1697.7761,-574.74915,-385.4438,-1000,-1000,1000
Region,1697.7761,-574.74915,-385.4438,-500,-500,500
Region,232.90944,-817.1758,-853.74664,-750,-750,250
Region,186.17442,-795.47394,-920.2041,-875,-875,125
Region,139.82642,-793.8879,-963.8418,-812.5,-937.5,62.5
Body,66.21859,-834.82574,-966.3677,0.9936949,1.499231
Body,73.607834,-757.0596,-961.5694,0.9440227,0.36030284
Body,46.348003,-800.259,-788.5546,1.3457664,1.05909
Body,46.735023,-903.62744,-589.0053,1.501561,0.030694714
Region,246.38065,-165.88643,-729.9414,-250,-750,250
Region,150.40057,-177.6117,-827.46234,-125,-875,125
Body,70.52375,-151.51186,-909.21625,0.9151255,1.3107762
Body,79.87682,-200.6554,-755.28125,0.097887866,0.19666436
Body,27.73461,-498.57645,-623.5408,0.9156143,1.6130509
Body,68.245476,-4.842551,-558.2638,0.7850534,1.4065646
Region,814.2492,-712.69745,-251.27705,-750,-250,250
Region,73.76712,-898.8967,-369.25055,-875,-375,125
Body,40.161243,-975.0116,-451.63104,2.2715745,2.1074462
Body,33.60588,-807.9344,-270.80038,0.8135482,0.6370117
Region,452.49225,-588.9667,-351.38144,-625,-375,125
Body,73.507,-635.463,-455.31873,0.42325464,0.38338503
Body,132.5454,-542.3049,-422.62134,0.01148969,0.6032049
Region,246.43985,-600.19464,-282.06372,-562.5,-312.5,62.5
Body,64.32818,-561.0778,-324.05286,0.8967778,1.3973646
Body,182.11168,-614.012,-267.2317,0.5162989,0.30472878
Region,268.9565,-879.05524,-63.28751,-875,-125,125
Region,199.97546,-902.8661,-76.73188,-937.5,-62.5,62.5
Region,124.92497,-909.5083,-116.419365,-906.25,-93.75,31.25
Body,61.4857,-917.79663,-108.79181,0.47646195,0.50285625
Body,63.43927,-901.4752,-123.81204,1.2868998,1.4268345
Body,75.05049,-891.8097,-10.670247,0.59338087,1.3032795
Body,68.98106,-810.0279,-24.312407,1.1385878,0.97334725
Body,19.033262,-581.81104,-70.64616,1.6429219,0.85628676
Region,404.23685,-406.4027,-175.90202,-250,-250,250
Region,397.60925,-409.79834,-175.48657,-375,-125,125
Region,271.02496,-426.1338,-216.57036,-437.5,-187.5,62.5
Region,271.02496,-426.1338,-216.57036,-406.25,-218.75,31.25
Body,134.84291,-417.96674,-239.1436,0.4477001,0.64830905
Body,136.18207,-434.22043,-194.21907,0.27372283,0.1629645
Body,54.873436,-457.74466,-120.89953,0.45402357,0.6274078
Body,71.71084,-311.37137,-61.984226,1.0009094,0.72895503
Body,6.6275854,-202.68816,-200.82599,2.645691,9.097765
Region,1793.8923,537.35345,-460.25146,1000,-1000,1000
Region,1793.8923,537.35345,-460.25146,500,-500,500
Region,352.7387,362.53476,-698.73303,250,-750,250
Body,65.84773,351.21945,-853.5663,0.23678152,0.194736
Body,36.70661,246.10664,-644.4902,0.43227306,2.3101892
Region,250.18436,382.5951,-665.9399,375,-625,125
Body,93.54768,276.5244,-725.69543,0.023342649,0.34979865
Region,96.812546,477.0309,-698.3246,437.5,-687.5,62.5
Body,2.6444168,404.6251,-730.16364,29.559624,36.10069
Body,94.16813,479.0642,-697.4304,0.6729044,0.897441
Body,59.824123,395.63474,-520.0917,1.5137236,0.26341113
Region,425.3158,774.4084,-775.889,750,-750,250
Region,138.00879,646.05817,-931.95184,625,-875,125
Body,44.763325,593.44147,-908.2026,2.2000287,2.1296625
Body,56.717293,695.7804,-991.6983,0.79323405,0.73576725
Body,36.528175,633.33325,-868.287,1.5051396,0.4249199
Body,101.656685,865.27545,-812.8759,0.46808514,0.19180109
Region,37.984726,628.77,-680.8214,625,-625,125
Body,30.513683,638.468,-712.0345,2.505176,3.2047143
Body,7.4710417,589.1609,-553.33905,0.7275506,10.210759
Region,147.66557,869.2734,-629.0241,875,-625,125
Body,61.093533,808.8793,-715.67725,0.7399906,0.0021078256
Body,86.572044,911.8932,-567.87335,0.6404822,0.07015773
Region,475.0706,163.85466,-305.3309,250,-250,250
Region,267.3864,114.93808,-347.39548,125,-375,125
Body,53.845894,40.478092,-399.69263,0.050671637,0.036299516
Body,97.27977,32.52119,-344.25632,0.016626757,0.60952777
Region,116.26077,218.38535,-325.80072,187.5,-312.5,62.5
Body,51.236088,179.50853,-340.42664,0.9389625,0.6472194
Body,65.02468,249.0183,-314.27625,1.3189576,0.8786609
Region,83.954155,429.71072,-343.33307,375,-375,125
Body,13.712404,447.8685,-396.1753,5.282115,0.74963295
Region,70.24175,426.16595,-333.01736,437.5,-312.5,62.5
Body,58.510513,415.5441,-327.50314,0.670463,0.7082513
Body,11.731242,479.14316,-360.51987,2.8019955,4.851767
Region,123.72999,89.175255,-188.64212,125,-125,125
Region,75.15611,16.902422,-175.94698,62.5,-187.5,62.5
Body,9.388697,55.535164,-225.21964,9.118658,4.5380826
Body,65.76742,11.3873625,-168.913,1.3170303,0.037814803
Region,48.573875,200.99966,-208.2847,187.5,-187.5,62.5
Body,12.457238,134.94026,-209.6703,5.582359,2.785876
Body,36.11664,223.78467,-207.8068,1.2255429,2.3471606
Region,540.7672,793.06464,-192.54068,750,-250,250
Region,269.95294,880.6515,-293.34253,875,-375,125
Region,141.54764,856.2662,-329.67667,812.5,-312.5,62.5
Body,102.38166,872.84033,-340.63467,0.5473431,0.14583357
Body,39.16597,812.94055,-301.032,0.7554649,0.1414333
Body,128.40529,907.5328,-253.28958,0.4101248,0.5725665
Region,106.07077,531.6877,-123.87648,625,-125,125
Body,78.52363,522.325,-155.47229,0.82970905,0.17569256
Body,27.547142,558.3761,-33.81207,3.489936,0.17816421
Region,164.74348,817.8315,-71.57392,875,-125,125
Region,52.50807,826.5395,-220.26817,812.5,-187.5,62.5
Region,52.50807,826.5395,-220.26817,843.75,-218.75,31.25
Body,39.705933,822.28253,-221.29076,0.73031473,0.41962716
Body,12.802139,839.7426,-217.09668,3.5514545,7.0802207
Body,112.23541,813.7575,-2.0089831,0.13003843,0.26796994
Region,1488.362,-480.20135,604.6389,-1000,1000,1000
Region,1488.362,-480.20135,604.6389,-500,500,500
Region,193.66554,-757.2164,233.04594,-750,250,250
Region,118.12918,-865.0277,95.905525,-875,125,125
Body,101.58101,-882.86316,101.24192,0.8546765,0.5710675
Body,16.54817,-755.5445,63.148045,4.91492,1.8758378
Body,20.023893,-758.13214,306.41476,0.8650513,1.6613644
Body,55.512466,-527.46606,498.41257,1.5699114,0.56826806
Region,274.06458,-381.21844,179.24872,-250,250,250
Region,198.96887,-386.75696,119.89181,-375,125,125
Region,123.14903,-434.626,102.597595,-437.5,62.5,62.5
Body,91.907,-446.504,107.05586,0.05300378,1.0161406
Body,31.242031,-399.68372,89.48241,1.767638,2.5693038
Body,23.691772,-348.72217,79.2898,2.9143233,1.7894058
Body,4.7574096,-450.29346,249.54126,6.5088363,20.954187
Body,47.37066,-274.9537,172.1373,1.7885779,1.4899857
Body,22.4218,-121.468956,55.34431,3.8327978,1.4576641
Body,52.673885,-470.86554,456.20444,0.14875394,0.47163972
Region,337.392,-794.9607,821.6195,-750,750,250
Region,67.95246,-845.4081,675.2011,-875,625,125
Body,0.10525561,-956.82837,568.8401,531.10114,671.3255
Body,7.3088884,-959.7813,695.9926,12.158487,10.499654
Body,60.538315,-831.40594,672.8759,1.527392,1.583647
Body,8.325367,-554.1238,544.93414,10.508826,11.846731
Region,158.0866,-852.59436,819.4217,-875,875,125
Body,52.581676,-907.6646,806.9539,0.86028403,1.0691924
Region,105.50491,-825.1483,825.63544,-812.5,812.5,62.5
Body,20.966259,-763.5408,801.2931,0.76000154,3.3737762
Body,84.53865,-840.4275,831.67255,0.3003676,0.67665225
Body,103.02761,-692.71564,943.9209,0.57920814,0.8800009
Region,683.23975,-285.95355,773.4547,-250,750,250
Region,217.46428,-362.31903,682.6863,-375,625,125
Body,104.465065,-441.7182,738.05457,0.02563865,0.8163528
Region,112.999214,-288.91638,631.4996,-312.5,687.5,62.5
Body,112.85182,-288.9607,631.3665,0.53260684,0.8025375
Body,0.1473897,-255.00253,733.3989,237.96124,176.44356
Body,121.51774,-134.23174,616.73724,0.6844121,0.15876621
Region,178.0672,-407.3038,882.0742,-375,875,125
Body,82.54091,-345.46393,804.85736,0.33470297,1.0740457
Body,95.52628,-460.7375,948.7947,0.3040083,0.36991543
Region,166.19058,-166.94324,890.43665,-125,875,125
Body,100.70503,-138.67049,847.55096,0.27863643,0.9619386
Body,65.48556,-210.42166,956.3869,0.8859661,1.1621629
Region,947.0574,592.35205,306.31598,1000,1000,1000
Region,947.0574,592.35205,306.31598,500,500,500
Region,436.69614,323.45294,326.70233,250,250,250
Body,145.80313,319.59442,209.99602,0.32069835,0.36813274
Body,42.838383,92.503876,353.94815,1.5662451,0.532355
Region,248.05461,365.6053,390.59543,375,375,125
Body,59.77231,297.49643,319.02625,0.19459412,1.3276777
Body,93.30874,280.56677,421.2573,0.01655427,0.35172555
Body,94.973564,492.01794,405.5136,0.6035333,0.27126002
Region,380.9366,859.7682,161.728,750,250,250
Region,96.706604,725.4087,168.79283,625,125,125
Region,96.706604,725.4087,168.79283,687.5,187.5,62.5
Body,77.85704,725.43823,158.61244,1.2713487,1.2297777
Body,18.849567,725.2868,210.84229,2.2923622,0.0422195
Region,194.99911,909.60516,108.58872,875,125,125
Body,78.64546,996.65076,9.961834,0.9313286,0.24279907
Region,116.35365,850.76953,175.25235,812.5,187.5,62.5
Body,61.973103,850.3951,136.33917,1.5460546,1.0111225
Body,54.380554,851.1961,219.59854,0.23985642,1.3704344
Body,17.7416,715.00476,254.70898,3.2745936,1.4194268
Body,71.489265,941.5099,274.04227,0.17070203,0.1397387
Body,27.31175,191.01483,788.75946,2.6637816,1.219757
Region,102.11295,852.06287,629.4857,750,750,250
Body,29.784399,717.0318,539.9678,0.06520631,0.7163346
Region,72.32855,907.6678,666.34863,875,625,125
Region,72.32855,907.6678,666.34863,937.5,687.5,62.5
Body,51.957726,896.8252,644.07385,0.17296542,0.72494936
Body,20.37083,935.3225,723.16235,2.9703548,2.5457032
